TCSC,MAV,STE,MEA,shannon_git,sample_git,power_git,energy_git,skewness,kurtosis,std_dev,rhythm
0,1.092,2627.645,2215.219,3.688,0.528,0.000357,45.916226,0.1643,2.9494,0.2164,0
3,0.51,1983.887,1637.819,3.814,0.43,0.00029,39.146177,0.3831,3.6697,0.2355,0
4,0.526,2121.9,1743.647,3.93,0.535,0.000116,28.568498,-0.1036,2.7246,0.1954,0
7,0.345,1909.868,1583.107,3.824,0.549,0.000186,31.742308,0.2316,2.7183,0.2242,0
0,0.465,2260.249,1833.773,3.909,0.419,0.00013,26.167946,0.0497,2.2716,0.1641,0
0,0.59,2382.652,1928.11,4.076,0.494,0.000096,27.546495,-0.1902,2.6229,0.1619,0
0,0.875,2567.081,2136.656,4.056,0.398,0.000105,25.975235,-0.0295,2.2778,0.175,0
0,0.825,2600.268,2170.676,4.106,0.491,0.0001,25.25793,-0.142,2.6933,0.1639,0
0,0.491,2428.84,1988.95,3.882,0.38,0.000168,29.826408,-0.1009,2.8202,0.1673,0
3,0.403,2043.808,1637.779,4.133,0.56,0.000118,25.071221,0.1334,3.2848,0.1625,0
16,0.126,1847.246,1546.852,3.865,0.489,0.000103,24.783093,-0.1111,2.4115,0.1629,0
4,0.102,1693.364,1435.366,4.038,0.519,0.00016,29.056375,-0.2698,2.9195,0.172,0
0,0.179,1855.565,1531.166,3.766,0.437,0.000123,30.06689,-0.2616,2.6411,0.1779,0
11,0.166,1756.128,1468.658,4.651,0.523,0.009747,139.952403,-0.2241,2.2018,0.3559,1
12,0.326,1972.073,1642.632,4.54,0.442,0.012227,161.640884,-0.0873,1.8116,0.3727,1
11,0.408,2145.325,1788.193,4.559,0.415,0.013099,156.923676,-0.0824,1.812,0.3663,1
15,0.208,1777.609,1492.878,4.525,0.484,0.012773,160.820827,-0.1149,1.91,0.3807,1
6,0.285,1855.897,1564.152,4.45,0.401,0.014927,167.367837,-0.0615,1.8356,0.3798,1
0,1.037,2286.954,1889.13,4.405,0.465,0.013755,157.737604,-0.0843,1.975,0.3696,1
0,1.995,2837.8,2478.494,3.226,0.608,0.000207,32.380819,-0.1519,2.4533,0.1831,0
0,2.178,2851.887,2489.613,4.122,0.496,0.006684,120.993048,-0.0939,2.3314,0.3267,1
0,1.36,2372.877,1961.271,4.125,0.55,0.007366,129.671869,0.0947,2.3481,0.3344,1
12,0.302,1913.285,1600.397,4.424,0.539,0.004516,116.352421,0.1038,2.343,0.317,1
3,0.784,2474.688,2057.231,4.647,0.366,0.00267,98.207865,-0.0413,3.0315,0.2978,0
0,1.059,2673.835,2268.289,4.967,0.468,0.000373,41.116946,-0.4571,2.375,0.1874,0
0,1.212,2997.371,2706.768,4.544,0.538,0.000304,36.444498,-0.3607,2.1493,0.1784,0
0,0.946,2685.064,2290.165,4.606,0.483,0.000223,31.36024,-0.4576,2.2891,0.1681,0
12,0.407,2133.508,1755.155,4.289,0.511,0.000279,34.862297,-0.2882,2.1221,0.1782,0
16,0.141,1816.931,1513.544,4.118,0.46,0.000202,30.468598,-0.2848,2.2899,0.1662,0
0,0.213,1944.643,1578.693,4.083,0.47,0.000255,36.544616,-0.4541,2.4505,0.1795,0
26,0.098,1719.215,1442.248,4.291,0.607,0.000478,45.467106,-0.0744,2.6681,0.2021,0
12,0.129,1752.579,1481.203,4.289,0.563,0.001302,73.672788,0.0459,2.3264,0.2501,1
4,0.177,1880.935,1574.657,4.218,0.467,0.002443,79.215554,-0.0161,2.4645,0.2572,0
0,0.132,1908.529,1599.952,4.036,0.506,0.000212,30.904436,-0.443,2.3133,0.1673,0
0,0.177,1868.045,1550.881,4.142,0.528,0.000532,49.217719,-0.1206,2.3327,0.2058,0
8,0.161,1674.624,1426.606,4.436,0.621,0.001375,76.158026,0.1656,2.8768,0.2542,0
4,0.146,1845.346,1546.609,3.959,0.57,0.001575,64.650129,-0.0583,2.5458,0.2371,0
1,0.156,1782.341,1485.379,4.437,0.558,0.001082,58.345779,-0.0754,2.882,0.2236,0
6,0.132,1700.546,1439.994,4.172,0.526,0.000955,65.078037,-0.0405,3.5485,0.2349,0
3,0.138,1804.16,1516.812,4.365,0.653,0.000982,53.77355,-0.3105,2.503,0.2148,1
8,0.161,1871.875,1535.203,3.858,0.705,0.000314,28.674582,0.3493,2.9541,0.1671,1
6,0.135,1830.716,1513.705,3.953,0.733,0.000249,27.318571,0.1763,2.5038,0.1572,1
3,0.149,1817.42,1507.271,3.947,0.66,0.000494,32.223807,0.2471,2.6802,0.1737,1
21,0.086,1789.015,1495.861,3.868,0.705,0.000212,23.263701,0.1639,2.494,0.1471,1
3,0.109,1657.189,1424.936,4.027,0.638,0.000156,26.936048,-0.1279,2.6322,0.1622,1
10,0.098,1769.583,1476.312,3.919,0.653,0.000205,28.758229,0.376,2.7715,0.1656,1
13,0.142,1720.018,1468.046,3.827,0.645,0.000215,31.10827,0.4377,3.0516,0.1847,1
9,0.136,1763.859,1479.205,4.308,0.593,0.00169,75.14155,0.2606,2.2285,0.262,1
6,0.191,1894.712,1560.115,4.375,0.538,0.012901,173.53602,0.2159,1.7231,0.3989,1
14,0.169,1630.1,1403.695,4.394,0.651,0.000763,58.904433,0.0671,2.635,0.2441,1
6,0.177,1796.015,1484.397,4.383,0.591,0.000536,47.911738,0.0653,2.7136,0.231,1
12,0.082,1731.931,1455.607,3.986,0.636,0.000093,24.747307,0.428,3.6458,0.1419,1
3,0.568,2008.724,1682.326,3.971,0.387,0.054338,384.210266,1.6509,9.8012,0.5879,0
0,0.277,1772.294,1543.297,3.715,0.57,0.000339,29.91649,-0.0467,2.7311,0.1789,0
4,0.093,1636.736,1408.317,3.9,0.621,0.000078,16.491803,-0.2083,2.5057,0.146,0
11,0.097,1705.348,1442.681,4.072,0.571,0.000092,19.567138,-0.1396,2.3484,0.1569,0
10,0.187,2093.142,1730.705,4.201,0.593,0.000121,22.593064,-0.3696,2.4028,0.1559,0
9,0.325,1772.524,1483.041,5.275,0.473,0.046273,317.478528,-0.7631,4.023,0.5196,0
6,0.316,1965.041,1644.281,5.13,0.488,0.007962,192.708677,-0.8332,3.1984,0.4533,0
7,0.188,1858.584,1558.35,4.747,0.561,0.004172,108.187504,-0.5894,2.9421,0.3147,0
5,0.311,1621.861,1378.228,4.936,0.506,0.003814,113.621365,-1.0229,4.1375,0.3252,0
0,0.64,2105.477,1720.885,4.113,0.527,0.001984,86.181517,-0.5435,4.0358,0.2989,0
0,1.271,2408.518,1947.053,4.724,0.546,0.001927,76.927402,-1.1887,4.1571,0.2742,0
0,1.233,2697.953,2296.198,4.011,0.591,0.000362,37.817543,-0.2543,3.2539,0.1865,0
0,0.722,2054.606,1692.999,5.017,0.441,0.006245,129.964818,-1.2223,5.6372,0.3419,0
0,0.523,2175.479,1720.034,3.267,0.486,0.000098,28.927271,-0.3596,9.5164,0.1634,0
0,0.466,2101.738,1714.45,3.842,0.492,0.000165,35.457601,0.2542,6.9931,0.1741,0
12,0.277,1902.675,1551.25,3.784,0.517,0.000216,29.762196,0.3167,6.1942,0.1649,0
0,0.464,2364.589,1895.517,3.634,0.573,0.000051,15.14829,0.8144,10.0582,0.1176,0
0,0.686,2496.714,2049.444,3.845,0.667,0.000003,5.522374,1.3977,7.4253,0.0739,0
0,0.835,2707.709,2293.72,3.858,0.655,0.000005,6.094712,1.4739,7.5719,0.0776,0
0,0.515,2451.512,1999.322,3.599,0.632,0.000004,5.809759,1.1689,6.6947,0.0768,0
0,0.432,2353.581,1898.289,3.58,0.651,0.000004,5.51116,1.3969,7.1692,0.0767,0
19,0.169,1775.294,1487.343,3.136,0.634,0.000004,5.450118,1.9958,9.4469,0.075,0
7,0.09,1971.399,1594.579,2.895,0.648,0.000004,5.31153,2.0946,10.1033,0.0734,0
1,0.163,2272.467,1849.944,2.706,0.645,0.000005,5.782269,2.3037,10.8689,0.0779,0
2,0.175,2347.658,1943.876,2.549,0.629,0.000005,5.703756,2.5047,12.1295,0.0766,0
6,0.14,1771.013,1479.816,2.927,0.652,0.000003,4.991305,2.2274,11.3838,0.0726,0
0,0.385,2345.785,1874.027,3.083,0.679,0.000004,6.003887,2.6449,12.2398,0.0782,0
12,0.168,1741.382,1451.866,2.746,0.636,0.000006,7.006943,2.8235,12.7889,0.0838,0
13,0.112,1771.725,1517.265,2.56,0.647,0.000005,6.623995,2.6918,12.544,0.0819,0
0,0.737,2307.817,1925.054,1.971,0.624,0.000007,7.38077,2.8467,13.0748,0.0847,0
0,1.717,2772.293,2407.005,1.385,0.627,0.000008,8.482131,3.0319,14.2458,0.0849,0
0,2.256,3162.694,2965.751,1.314,0.612,0.000012,10.021334,2.7338,12.536,0.0901,0
0,1.792,2830.941,2499.011,1.418,0.638,0.000012,10.102604,2.8167,12.9839,0.0946,0
0,0.487,2348.562,1920.595,3.177,0.455,0.000037,29.007342,-1.2354,7.6743,0.1832,0
0,0.373,2710.906,2312.313,2.729,0.588,0.000011,9.21903,2.1756,9.5574,0.0919,0
0,0.599,2458.058,2039.729,2.784,0.645,0.000008,7.811469,1.819,7.9131,0.0836,0
0,0.682,2636.813,2281.505,2.926,0.657,0.00001,8.010979,1.6203,7.2028,0.085,0
8,0.271,1890.494,1564.7,3.557,0.6,0.000039,13.457875,1.962,8.8838,0.1101,0
0,0.51,2331.693,1872.519,3.721,0.589,0.000027,12.78644,1.9887,8.9952,0.1083,0
12,0.162,1681.459,1412.054,3.461,0.595,0.000022,13.84885,2.0921,8.7754,0.1143,0
19,0.037,1442.199,1302.571,3.088,0.596,0.000012,10.395917,2.0224,9.1101,0.0965,0
6,0.054,1864.825,1529.194,3.06,0.638,0.000007,7.08785,1.8624,8.1855,0.0812,0
21,0.032,1441.828,1302.703,3.205,0.599,0.000008,7.277302,1.7663,8.0823,0.083,0
4,0.044,1510.725,1334.053,3.362,0.577,0.000028,13.092684,2.1836,9.6507,0.1093,0
9,0.038,1448.998,1314.769,3.237,0.531,0.000035,14.288632,2.2281,9.8883,0.1145,0
19,0.037,1476.983,1328.749,3.123,0.585,0.000012,11.138815,2.1148,8.7407,0.1017,0
24,0.031,1488.341,1330.632,3.078,0.657,0.000008,7.39036,1.9086,8.7991,0.0839,0
25,0.03,1470.562,1316.873,3.103,0.657,0.000004,6.047803,1.6837,7.8244,0.0752,0
24,0.034,1497.755,1321.496,3.208,0.661,0.000007,7.038555,1.4669,6.7741,0.0806,0
10,0.067,1411.931,1294.528,3.535,0.508,0.000137,23.92021,2.495,16.1971,0.1467,0
0,0.246,1989.177,1578.034,3.691,0.571,0.000036,14.733089,2.048,8.9069,0.1138,0
21,0.148,1758.303,1463.502,3.655,0.506,0.000107,25.642673,1.9185,11.5574,0.1525,0
2,0.219,1948.729,1626.623,2.971,0.583,0.000013,10.093962,2.0808,9.102,0.0963,0
0,0.726,2663.062,2276.099,2.651,0.608,0.000009,8.289983,1.9862,8.6545,0.0859,0
0,0.888,3010.899,2722.184,2.496,0.644,0.000008,7.147266,1.8384,8.2706,0.0795,0
0,0.667,2559.717,2109.168,2.924,0.573,0.00002,11.439549,1.925,9.2131,0.1022,0
0,1.072,2802.492,2477.759,2.657,0.555,0.000031,14.582346,2.4439,11.1446,0.1136,0
1,0.535,2065.742,1764.826,2.915,0.598,0.00002,14.044864,2.2677,9.5849,0.1127,0
7,0.754,1986.386,1669.462,3.719,0.623,0.000012,9.763754,2.0219,8.7418,0.093,0
0,2.662,2747.863,2387.931,4.987,0.718,0.000017,8.937864,2.0985,9.83,0.0742,0
0,3.053,3024.644,2752.276,4.845,0.649,0.000033,12.240153,1.6153,7.7157,0.085,0
0,1.751,2527.449,2133.192,4.262,0.602,0.00003,13.475897,1.7132,8.2591,0.1055,0
0,0.645,2189.252,1797.876,3.945,0.623,0.00002,11.899477,1.3944,8.1196,0.1038,0
0,0.628,2159.449,1843.58,2.879,0.62,0.000011,9.862031,1.902,8.4361,0.0953,0
0,1.371,2739.392,2343.057,2.335,0.682,0.000007,7.726853,1.1287,6.3989,0.0802,0
0,1.99,3002.621,2715.184,1.833,0.724,0.000008,7.726288,1.1429,7.0628,0.0744,0
0,1.985,3009.3,2730.572,1.694,0.762,0.000008,6.852516,1.235,6.3191,0.0706,0
0,1.138,2560.073,2170.12,2.418,0.567,0.000024,12.006846,2.1565,9.6338,0.102,0
1,0.315,2047.344,1732.222,3.157,0.611,0.000025,12.16769,2.0536,9.2245,0.1057,0
9,0.295,2021.578,1637.044,3.477,0.619,0.000012,10.780467,2.0785,8.7792,0.0999,0
10,0.246,1979.709,1590.612,3.161,0.634,0.000007,7.729154,1.7944,7.9524,0.0847,0
27,0.065,1607.887,1373.348,3.088,0.687,0.000004,5.419975,1.7714,8.0851,0.0714,0
16,0.038,1523.889,1334.744,3.34,0.625,0.000009,8.110485,1.849,8.6317,0.0869,0
6,0.049,1518.045,1326.458,3.322,0.555,0.000021,12.265904,2.1627,9.8628,0.1063,0
6,0.082,1779.66,1470.141,3.287,0.568,0.00003,13.158723,2.2203,9.9207,0.1098,0
1,0.287,2375.181,1967.135,3.05,0.615,0.000014,10.786823,2.1022,8.8329,0.1023,0
1,0.25,2189.909,1795.568,2.98,0.646,0.000007,8.174933,1.8515,8.2335,0.0847,0
9,0.111,1730.742,1441.119,3.264,0.643,0.000007,7.506884,1.781,7.9277,0.083,0
15,0.178,1988.681,1586.896,3.347,0.665,0.000008,6.78717,1.5874,7.3582,0.0791,0
27,0.064,1604.675,1367.141,3.371,0.63,0.000016,9.525387,2.0458,9.3981,0.0938,0
16,0.08,1601.623,1363.448,3.292,0.593,0.000022,11.656329,2.3312,10.4053,0.1035,0
5,1.027,2201.719,1846.1,3.895,0.556,0.000017,13.230582,2.1416,8.8571,0.1077,0
1,1.099,2292.876,1935.405,3.605,0.575,0.000013,9.558407,2.1896,9.7493,0.0923,0
0,0.745,2256.513,1951.856,2.636,0.729,0.000005,5.786471,1.7233,9.2942,0.0733,0
0,1.029,2678.725,2308.348,2.692,0.638,0.00001,7.746662,1.6293,8.085,0.0828,0
0,0.431,2390.348,1964.134,3.103,0.567,0.000018,11.357468,1.9873,8.9365,0.1015,0
0,0.333,2689.38,2301.593,3.174,0.598,0.000033,14.958274,2.2021,9.2381,0.1183,0
0,0.591,2575.057,2167.569,2.674,0.574,0.000017,12.002495,2.306,9.9317,0.1018,0
0,0.582,2538.32,2183.006,2.79,0.631,0.000011,8.621208,1.8635,8.3655,0.0884,0
5,0.273,1920.856,1602.024,3.247,0.652,0.000008,7.574655,2.041,9.2005,0.0846,0
0,0.48,2393.923,1940.027,3.652,0.642,0.000009,7.870401,1.8605,8.3317,0.0849,0
15,0.155,1759.832,1460.139,3.39,0.626,0.000011,8.705481,1.9682,8.8788,0.0897,0
11,0.065,1516.403,1345.704,3.616,0.512,0.000111,27.465193,2.1042,11.0505,0.1582,0
6,0.092,1942.925,1572.071,2.986,0.559,0.000021,14.527891,2.4545,11.0523,0.1117,0
6,0.056,1602.968,1360.474,3.078,0.598,0.00002,11.331423,2.2004,9.7486,0.1027,0
6,0.103,2132.538,1711.092,3.228,0.616,0.000009,7.490935,1.9771,8.8773,0.0837,0
6,0.056,1785.289,1471.398,3.315,0.638,0.000007,6.916399,1.7852,8.0144,0.0803,0
6,0.068,1943.955,1577.742,3.377,0.655,0.000011,8.403263,1.7798,8.0916,0.0886,0
7,0.08,1923.927,1564.328,3.402,0.528,0.000026,13.862743,1.9358,7.9947,0.1157,0
6,0.084,2051.415,1665.666,3.053,0.582,0.00002,13.789129,2.0862,8.7005,0.1098,0
5,0.109,1646.935,1381.424,3.487,0.502,0.000147,28.285128,2.489,15.8441,0.1586,0
15,0.055,1597.638,1365.083,3.239,0.626,0.000013,8.886806,1.8379,8.0629,0.0913,0
31,0.131,1838.18,1486.737,3.265,0.604,0.000008,7.795669,1.7923,8.257,0.0868,0
12,0.087,1655.586,1387.619,3.435,0.623,0.000009,9.55224,1.6461,7.5164,0.0931,0
0,0.365,2198.85,1822.681,2.946,0.597,0.00002,12.295606,2.1078,9.2965,0.1052,0
0,0.87,2731.915,2350.003,2.709,0.584,0.000026,12.401864,2.0412,9.0937,0.1061,0
0,0.995,2965.538,2655.314,2.661,0.64,0.000013,8.931468,1.8054,8.0311,0.0888,0
0,0.736,2759.807,2359.107,2.803,0.668,0.000005,6.887787,1.556,7.1728,0.0799,0
0,1.153,2818.08,2472.307,2.569,0.642,0.000005,6.55955,1.3506,6.5684,0.0755,0
1,0.528,2049.285,1758.068,2.852,0.632,0.000011,9.632492,2.1739,9.7218,0.0939,0
4,0.805,1999.585,1673.613,3.581,0.545,0.000053,18.315085,2.3673,10.1823,0.1292,0
0,2.681,2739.603,2374.761,4.653,0.561,0.000052,19.485641,2.2755,10.4958,0.1254,0
0,3.012,2917.948,2587.476,4.789,0.577,0.000031,16.983082,2.1281,9.2328,0.1087,0
0,1.661,2524.221,2131.751,4.207,0.657,0.000015,9.982251,1.8344,8.2331,0.0895,0
12,0.579,2185.75,1822.578,3.571,0.669,0.000008,7.767562,1.243,6.787,0.0845,0
0,0.724,2263.731,1930.626,2.94,0.607,0.00001,8.77782,1.4595,7.878,0.0912,0
0,1.4,2805.279,2438.603,2.427,0.642,0.000011,8.435655,1.5532,7.9222,0.0847,0
0,2.039,3022.557,2744.082,1.678,0.665,0.000014,9.109827,1.7181,8.5689,0.0841,0
0,1.989,2984.129,2695.235,1.817,0.668,0.000013,10.76031,1.6714,7.926,0.0948,0
0,1.138,2507.287,2105.996,2.555,0.611,0.000009,9.190003,1.7755,8.0407,0.0874,0
1,0.311,1983.081,1672.91,3.021,0.633,0.000008,8.116382,1.6704,7.6295,0.0865,0
9,0.335,2101.663,1698.243,3.261,0.64,0.000016,9.766437,1.8536,8.2534,0.0957,0
8,0.302,2049.031,1641.188,3.593,0.612,0.000031,13.433409,2.0375,9.526,0.11,0
22,0.084,1569.216,1362.306,3.35,0.572,0.000031,14.357414,2.3216,9.9503,0.1143,0
25,0.042,1456.527,1333.366,2.98,0.543,0.000034,16.581348,2.4626,9.8396,0.1237,0
15,0.034,1423.242,1301.391,3.128,0.562,0.000017,10.384341,2.2331,10.276,0.0982,0
15,0.053,1583.35,1364.279,3.461,0.559,0.000021,11.896044,1.886,8.3148,0.105,0
1,0.267,2294.009,1885.256,3.346,0.545,0.00003,15.436767,2.0388,8.5843,0.1196,0
3,0.207,2108.212,1764.764,3.134,0.567,0.000029,14.868126,2.4285,10.8076,0.1161,0
5,0.167,1685.367,1410.435,3.33,0.578,0.000026,13.538048,2.492,11.1839,0.1117,0
11,0.241,1880.016,1506.599,3.333,0.523,0.000043,16.257811,2.5024,10.7985,0.122,0
27,0.149,1686.48,1409.008,3.321,0.558,0.000062,20.326248,1.9346,8.7797,0.1538,0
22,0.126,1700.611,1435.812,3.357,0.6,0.000042,17.800534,1.7382,9.7489,0.15,0
3,1.076,2245.765,1884.561,3.786,0.633,0.000012,9.821273,1.8051,8.1807,0.0931,0
1,1.089,2277.82,1929.309,4.09,0.599,0.000022,11.940423,1.8089,8.2587,0.1012,0
0,0.75,2297.075,1990.384,2.843,0.568,0.000027,13.596312,2.285,10.477,0.1119,0
0,1.014,2632.234,2251.349,2.61,0.556,0.000023,16.280134,2.2481,9.6124,0.1219,0
0,0.418,2394.728,1966.64,2.743,0.602,0.000011,8.697541,1.9725,9.1778,0.09,0
0,0.354,2546.361,2109.792,2.861,0.581,0.000009,8.38154,1.9183,9.2455,0.0881,0
0,0.624,2481.173,2047.275,2.939,0.608,0.000008,9.176651,1.8577,8.264,0.0917,0
0,0.59,2501.597,2145.399,3.073,0.639,0.000024,12.857291,1.9817,8.6435,0.1071,0
4,0.295,1951.863,1621.988,3.423,0.588,0.000022,10.692527,1.9528,8.2184,0.0967,0
0,0.456,2281.496,1833.745,3.619,0.608,0.000019,10.437646,2.0046,8.5289,0.0961,0
20,0.115,1636.597,1394.12,3.353,0.56,0.000015,11.659773,1.9558,7.8515,0.1026,0
6,0.097,2059.8,1685.239,3.183,0.579,0.000015,10.065883,1.9439,8.2103,0.0956,0
7,0.118,2237.806,1813.908,3.297,0.635,0.000011,8.100261,1.5775,6.9806,0.0866,0
6,0.067,1759.398,1444.217,3.437,0.572,0.000017,10.366034,1.8296,8.0875,0.0966,0
7,0.09,2057.386,1680.456,3.395,0.574,0.000025,15.913649,2.0704,8.5244,0.1209,0
6,0.109,2298.507,1903.55,3.302,0.556,0.000037,17.02063,2.1347,8.8903,0.123,0
6,0.093,2098.895,1695.534,3.203,0.604,0.000028,13.042608,2.2467,9.757,0.109,0
7,0.085,2027.581,1640.29,3.265,0.596,0.000018,12.287548,2.1362,8.9274,0.1081,0
6,0.085,2074.778,1679.972,3.331,0.605,0.00001,9.539185,1.683,7.3561,0.0915,0
6,0.111,2182.624,1756.906,3.197,0.572,0.000012,10.098657,2.0129,8.896,0.0963,0
11,0.061,1658.529,1398.496,3.406,0.6,0.000015,10.290053,1.5955,7.3593,0.0974,0
9,0.158,1931.696,1548.082,3.459,0.658,0.000015,8.327825,1.5774,6.4899,0.0857,0
17,0.088,1659.084,1400.371,3.595,0.632,0.000022,9.986136,1.4724,6.3338,0.0946,0
0,0.333,2141.551,1763.06,3.117,0.595,0.000015,10.80104,1.7395,6.9972,0.0978,0
0,0.814,2756.291,2387.229,2.583,0.613,0.000013,10.118478,1.8273,7.6329,0.0935,0
0,0.907,2986.404,2690.741,2.766,0.676,0.000009,7.183131,1.6475,7.286,0.0789,0
0,0.685,2844.915,2476.044,3.003,0.596,0.000012,8.391407,1.6531,7.3847,0.0861,0
0,1.144,2857.076,2530.612,2.727,0.612,0.000018,10.729678,1.7154,7.4787,0.0974,0
1,0.468,1987.818,1695.086,3.249,0.53,0.000029,15.82618,2.0495,8.2994,0.1177,0
6,0.9,2085.689,1757.28,3.977,0.484,0.000067,23.082579,0.1354,5.829,0.1419,1
0,2.773,2810.889,2468.775,5.131,0.573,0.001008,51.388721,0.2691,3.7122,0.2011,1
0,2.986,2956.161,2654.914,4.919,0.632,0.006068,103.367155,0.2577,1.911,0.2889,1
0,1.631,2418.673,1999.256,4.562,0.691,0.001907,59.541713,-0.0056,2.599,0.2217,1
3,0.621,2253.453,1878.421,4.148,0.705,0.000372,27.84984,0.173,2.1484,0.1537,1
0,0.723,2222.46,1891.779,4.203,0.633,0.002865,67.082262,-0.0877,1.7631,0.2393,1
0,1.455,2706.178,2313.555,3.9,0.665,0.004031,80.7994,-0.0055,2.1611,0.2591,1
0,2.083,2909.548,2572.348,3.744,0.674,0.001687,53.099071,0.0745,2.5675,0.2108,1
0,2.025,2807.085,2431.13,4.016,0.712,0.002233,65.090264,-0.2099,1.8433,0.2325,1
0,1.131,2379.595,1955.862,4.172,0.668,0.002309,59.442962,-0.1425,1.701,0.2245,1
0,0.314,1911.104,1603.457,4.084,0.687,0.000362,24.735339,-0.3961,2.2795,0.1462,1
11,0.291,2072.343,1707.475,4.41,0.679,0.001579,54.661051,-0.2129,1.9611,0.2158,1
16,0.244,2033.437,1696.137,4.381,0.623,0.002979,67.060754,-0.1548,1.626,0.2396,1
23,0.122,1880.297,1556.886,4.327,0.649,0.003383,77.766032,-0.119,1.6824,0.2578,1
23,0.119,2000.807,1651.22,4.339,0.638,0.004325,83.027673,-0.0109,1.6826,0.2663,1
24,0.114,2018.13,1680.317,4.328,0.636,0.002977,68.873793,-0.0864,1.7289,0.2434,1
17,0.131,1863.45,1549.975,4.449,0.664,0.003805,81.450015,-0.0412,1.8021,0.2633,1
0,0.324,2309.039,1891.063,3.898,0.743,0.000168,18.260235,-0.1985,2.2566,0.1244,1
0,0.23,2023.749,1673.269,3.792,0.682,0.000157,16.979123,-0.0887,1.9817,0.1208,1
18,0.149,1875.987,1560.337,3.879,0.755,0.000184,19.408664,-0.0106,2.3378,0.1298,1
11,0.22,2093.096,1708.398,3.891,0.686,0.00024,21.979177,0.2147,2.3729,0.1374,1
28,0.072,1607.037,1378.728,3.722,0.778,0.000069,15.019858,0.4799,2.6665,0.1133,1
18,0.116,1633.613,1410.069,3.991,0.749,0.000173,21.625179,0.0391,2.2732,0.1374,1
4,1.175,2244.109,1873.172,4.72,0.542,0.017809,173.048713,-0.0432,1.6489,0.3812,1
3,1.01,2103.056,1756.437,4.566,0.584,0.022047,193.258358,0.0932,1.6018,0.4024,1
0,0.746,2238.544,1898.356,4.207,0.578,0.010454,131.525062,0.1835,1.8096,0.3306,1
0,0.949,2420.529,1998.676,3.9,0.618,0.000948,46.351138,0.0174,2.4145,0.1961,1
0,0.341,2012.489,1637.392,4.202,0.595,0.001921,62.38338,-0.0646,2.2249,0.2286,1
0,0.288,2194.069,1800.705,4.041,0.703,0.001377,52.13599,0.1961,2.2772,0.2102,1
0,0.594,2276.273,1854.964,4.19,0.653,0.00198,64.644604,-0.0331,2.2131,0.233,1
0,0.546,2307.918,1926.35,3.935,0.702,0.000569,38.646304,-0.1126,2.3358,0.1803,1
3,0.303,1980.216,1671.609,4.178,0.664,0.000255,26.28383,-0.3271,2.6396,0.1474,1
3,0.5,2420.397,2015.08,4.655,0.685,0.003126,76.586574,-0.3778,2.4327,0.2534,1
21,0.17,1905.116,1603.203,4.559,0.668,0.002463,69.045028,-0.1692,2.199,0.2403,1
12,0.099,1715.414,1448.983,4.329,0.631,0.001566,58.729684,-0.1091,2.4668,0.2214,1
12,0.13,1831.376,1537.134,4.247,0.676,0.001688,70.527594,-0.0164,1.9447,0.2418,1
11,0.1,1677.625,1420.799,4.23,0.626,0.001481,57.119769,-0.0249,2.5436,0.2191,1
14,0.12,1953.609,1629.689,4.255,0.576,0.002797,76.557049,0.1807,2.3108,0.2534,1
15,0.089,1753.974,1474.014,4.09,0.664,0.000876,43.035131,0.1682,2.6766,0.1903,1
10,0.088,1844.704,1544.83,3.987,0.648,0.000491,32.447471,0.1991,2.7007,0.1646,1
15,0.093,1853.46,1550.052,4.155,0.64,0.000854,43.756287,0.1403,2.4678,0.1918,1
16,0.104,1784.708,1493.388,4.212,0.637,0.001515,60.418386,0.0454,2.4894,0.2247,1
12,0.084,1669.062,1416.564,4.137,0.61,0.000742,39.197565,-0.1068,3.0041,0.1813,1
15,0.131,1684.87,1423.872,4.425,0.631,0.005579,110.221099,0.1465,2.2545,0.304,1
20,0.191,1885.715,1588.933,4.466,0.652,0.008501,131.066148,0.0779,1.7925,0.3312,1
17,0.15,1841.792,1548.841,4.275,0.638,0.007917,119.508956,0.1205,1.9192,0.315,1
0,0.363,1907.453,1569.274,4.343,0.692,0.005802,102.68972,0.0057,1.9054,0.2944,1
0,0.831,2492.097,2067.798,4.15,0.553,0.00727,118.444197,-0.0144,2.0527,0.3121,1
0,0.916,2577.325,2150.21,4.363,0.623,0.003427,83.636605,-0.0794,2.1525,0.264,1
0,0.667,2629.698,2210.817,3.895,0.64,0.000484,35.345468,-0.0844,3.5334,0.1718,1
0,1.123,2649.321,2235.996,3.781,0.691,0.000558,40.574669,-0.2313,3.0575,0.1834,1
1,0.457,2028.331,1736.507,4.076,0.651,0.001149,45.0885,-0.1102,2.3476,0.1951,1
6,0.86,1982.104,1646.576,4.728,0.651,0.002491,76.726486,-0.2567,2.3802,0.2538,1
0,2.669,2726.385,2353.879,4.877,0.577,0.019531,192.587983,-0.0405,1.6865,0.3968,1
0,2.86,2854.897,2502.249,4.818,0.649,0.002431,82.019694,0.1529,2.1131,0.258,1
0,1.53,2409.625,1995.715,4.747,0.6,0.000713,49.788135,-0.2265,2.8738,0.2013,1
6,0.515,1995.131,1646.669,4.235,0.63,0.000862,50.033605,0.1279,2.3679,0.2046,1
0,0.75,2249.11,1887.457,4.306,0.609,0.001486,57.006968,0.0027,2.7792,0.2196,1
0,1.355,2543.826,2103.342,3.634,0.711,0.000491,40.707822,-0.0624,2.744,0.1832,1
