TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
31,0.362,1611.699,1375.645,4.687,0.114,0.009,207.8659,0.4201,2.6982,0.4368,0
26,0.369,1591.986,1364.436,4.658,0.107,0.0094,223.6526,0.1944,3.1054,0.4489,0
23,0.403,1526.196,1331.107,4.771,0.092,0.0088,272.8758,-0.1363,3.9936,0.5026,0
28,0.601,1650.238,1416.201,4.575,0.09,0.0611,686.7618,0.0657,3.5128,0.772,1
15,1.281,1650.275,1401.049,2.778,0.063,3.8479,2985.4351,-0.2193,2.88,1.5777,1
20,1.055,2063.009,1722.179,3.243,0.071,1.202,1690.6316,0.1342,1.8318,1.1969,1
21,1.363,1798.756,1511.632,2.735,0.065,5.4934,3259.5503,-0.132,2.6041,1.6466,1
22,1.039,1694.597,1425.177,3.723,0.072,1.7879,1862.4147,-0.0998,2.5442,1.2508,1
20,2.114,2009.576,1801.753,4.024,0.066,0.7614,1612.6166,-0.1315,2.6314,1.2348,1
0,0.422,1402.68,1366.504,3.545,0.002,0.006,181.9531,0.194,8.0996,0.4965,0
0,0.09,2243.328,1770.829,3.549,0.001,0.0013,63.9749,2.4062,7.7931,0.2684,0
0,17.489,1703.704,1696.93,1.969,0.006,5657.8618,181414.1574,0.7388,4.7302,16.0832,0
0,3.764,1336.433,1319.26,3.37,0.003,13030.5083,179727.1275,-4.3018,23.621,13.0569,1
0,1.128,1269.519,1255.449,3.788,0.017,0.5642,5275.6626,-7.4548,73.2268,2.5489,1
28,0.926,1655.527,1399.016,4.214,0.075,1.0131,1443.1895,-0.471,2.8116,1.1092,1
27,1.06,1560.154,1352.459,3.523,0.073,1.6014,1997.5608,0.2883,3.5822,1.3182,1
0,10.277,1500.746,1474.468,2.119,0.004,7899.271,208269.9708,-2.6599,14.0807,15.9801,1
0,34.309,2131.078,2105.111,2.351,0.005,7508.9477,184998.0426,0.5677,10.1259,13.9401,0
0,2.682,1304.185,1281.571,3.301,0.003,1092.138,88584.0057,-7.3132,59.6617,9.1437,0
16,1.464,1740.247,1477.551,3.005,0.065,4.6549,3447.5326,-0.5207,2.7542,1.7252,1
0,2.388,1293.348,1266.342,2.647,0.014,328.8753,37903.1178,-9.4403,113.5716,6.37,1
0,5.443,1374.459,1348.857,2.021,0.001,404.6478,90864.8453,0.7135,8.3778,11.813,1
10,0.214,1386.002,1288.334,3.318,0.035,0.0016,90.1401,2.4857,18.6553,0.3167,0
18,0.226,1419.163,1306.243,3.723,0.04,0.0012,105.0677,1.751,13.6292,0.3428,0
8,0.215,1366.337,1280.961,3.372,0.024,0.0011,115.3805,2.3878,16.3687,0.3686,0
13,0.213,1402.719,1297.834,3.294,0.028,0.002,110.8186,1.6943,13.9922,0.3377,0
12,0.2,1389.97,1294.564,3.398,0.025,0.0014,91.5647,2.7946,18.4493,0.3264,0
17,0.209,1425.086,1313.435,3.271,0.03,0.0019,105.5301,1.5299,13.078,0.3396,0
15,0.224,1408.978,1295.722,3.507,0.034,0.0013,98.8367,1.84,13.0857,0.3371,0
9,0.186,1371.631,1287.852,3.207,0.024,0.001,91.099,2.8746,19.2422,0.3297,0
9,0.224,1400.764,1297.765,3.786,0.019,0.1327,791.6769,2.7376,12.002,1.0025,0
0,1.827,1294.44,1289.599,3.307,0.002,3165.589,112072.8267,-6.4971,46.9944,10.2061,0
6,1.077,1677.421,1449.906,4.75,0.031,0.0111,253.8735,0.4618,6.1063,0.7215,0
12,0.434,1493.606,1318.722,3.937,0.029,0.0012,92.3882,2.2731,15.1246,0.3545,0
7,0.302,1432.92,1301.06,3.616,0.02,0.0009,92.3052,1.6758,14.7892,0.3403,0
6,0.266,1390.538,1293.153,2.695,0.015,0.0034,154.6349,2.6194,15.2524,0.398,0
8,0.19,1382.484,1294.509,2.754,0.016,0.0013,87.841,2.7613,18.9962,0.3209,0
8,0.232,1411.747,1300.64,2.988,0.017,0.001,87.7139,2.3214,17.6406,0.3204,0
9,0.188,1384.984,1295.21,2.736,0.015,0.0008,85.822,2.5943,19.0022,0.3181,0
7,0.179,1383.688,1294.518,2.852,0.016,0.0007,87.6808,2.5016,17.8649,0.3221,0
7,0.179,1377.084,1287.485,3.008,0.017,0.0008,84.5026,2.2355,18.0704,0.3099,0
0,10.355,1512.354,1499.555,3.511,0.006,13992.1615,193282.7443,-0.5478,3.9622,16.9367,0
5,1.554,1768.549,1555.408,3.21,0.014,0.6481,2229.6881,-0.8385,5.1528,1.3866,0
15,0.453,1522.759,1325.699,5.386,0.032,0.0085,206.4626,0.2902,5.7763,0.4662,0
19,0.321,1466.942,1305.228,4.425,0.033,0.0026,121.7304,0.5019,8.3518,0.3561,0
18,0.314,1495.51,1327.795,5.15,0.035,0.0044,152.7888,0.4528,6.2905,0.4109,0
17,0.328,1473.493,1314.535,3.999,0.039,0.0031,143.547,0.9829,6.4849,0.4144,0
7,0.331,1416.374,1289.43,4.688,0.033,0.0057,172.0405,1.6769,10.026,0.4192,0
13,0.256,1475.517,1319.475,4.301,0.034,0.0018,103.0456,0.6232,7.8668,0.3295,0
14,0.314,1524.657,1334.787,4.058,0.037,0.0013,98.6375,1.0609,5.2989,0.3767,0
8,0.187,1441.421,1316.233,3.484,0.024,0.0006,75.8834,0.83,9.2597,0.287,0
9,0.202,1475.807,1327.997,3.748,0.029,0.0009,83.7929,0.0938,8.4794,0.293,0
7,0.204,1478.924,1327.688,3.938,0.027,0.0008,77.4127,0.3823,7.5989,0.2891,0
11,0.231,1519.755,1346.154,3.822,0.029,0.0009,78.4157,0.53,6.0868,0.3026,0
8,0.221,1477.429,1321.216,3.82,0.028,0.0009,72.3481,0.0975,7.0041,0.2832,0
11,0.211,1520.554,1350.074,3.959,0.027,0.0006,71.1341,0.2668,6.6994,0.2833,0
7,0.226,1496.042,1329.866,4.535,0.033,0.0011,106.0523,-0.6322,6.4532,0.3129,0
12,0.381,1761.418,1460.24,5.156,0.035,0.0077,158.4557,-0.4976,3.0061,0.4106,0
8,0.314,1421.829,1292.545,4.538,0.033,0.0132,208.6467,-1.4366,9.5452,0.4338,0
7,0.252,1472.956,1318.435,4.084,0.025,0.003,121.8139,-0.2197,6.7898,0.3438,0
8,0.309,1421.588,1297.966,4.045,0.025,0.0188,235.1805,-1.2337,10.1432,0.4546,0
7,0.21,1472.298,1324.3,3.615,0.024,0.0005,89.2588,-0.7298,8.0791,0.2923,0
10,0.26,1435.905,1300.462,4.201,0.025,0.0052,141.3905,-0.9515,9.0001,0.3577,0
8,0.22,1483.137,1336.682,3.69,0.022,0.0049,125.4907,-0.1163,7.0326,0.3339,0
7,0.28,1416.3,1299.028,3.807,0.024,0.0215,222.8403,-0.9287,10.0207,0.442,0
9,0.276,1515.412,1337.03,4.824,0.035,0.0059,141.9443,-0.6903,5.3791,0.3632,0
8,0.23,1539.099,1363.56,4.05,0.027,0.0031,103.8902,-0.4017,6.2716,0.3098,0
7,0.252,1445.996,1307.693,4.31,0.031,0.0044,141.4507,-0.6167,7.3805,0.3596,0
6,0.25,1385.141,1286.96,3.954,0.016,0.002,182.1424,-1.2143,13.1571,0.413,0
8,0.589,1518.402,1336.517,3.592,0.033,0.1609,752.4315,-0.72,4.6623,0.7934,0
6,0.443,1461.833,1319.851,3.604,0.028,0.1024,522.566,-0.8667,7.0203,0.6703,0
20,0.481,1690.934,1429.299,5.137,0.064,0.0536,385.6627,-0.6339,3.2062,0.5813,1
22,0.512,1732.274,1437.144,5.179,0.059,0.0661,401.6022,-0.3917,2.3844,0.5847,1
25,0.411,1731.547,1450.846,5.124,0.069,0.0158,258.1026,-0.403,2.8861,0.4744,1
20,0.486,1763.284,1467.869,4.733,0.062,0.0372,380.5932,-0.168,2.3533,0.5698,1
0,3.409,1329.596,1315.869,3.639,0.003,12467.3919,183577.3734,-4.4726,24.7988,13.24,1
0,7.249,1426.975,1408.638,1.412,0.004,25807.397,253651.5396,-1.6446,6.854,16.9303,1
0,10.454,1505.516,1479.464,1.437,0.009,37987.2123,394783.1041,-1.8879,6.3213,20.4305,1
11,1.091,1774.979,1470.239,4.706,0.033,0.0432,614.0249,1.0821,5.5537,0.5595,1
0,8.519,1459.482,1439.96,3.738,0.004,2723.9277,157794.1384,-2.3872,16.4677,14.0378,1
0,46.338,2447.534,2423.059,2.279,0.008,16436.3752,251913.0626,-1.433,9.8214,15.9728,1
0,1.761,2030.925,1667.09,5.106,0.014,0.033,375.832,-0.6989,3.0134,0.6464,1
3,0.904,1767.685,1506.891,4.666,0.021,0.0516,474.7915,-0.2278,2.7867,0.699,1
4,1.185,1619.716,1420.748,3.986,0.004,7.8277,6116.9396,3.3092,16.9025,3.2802,1
0,10.252,1503.814,1482.781,2.706,0.009,34896.445,405697.8668,-0.8637,4.8488,19.8263,1
6,1.019,1797.059,1517.674,3.357,0.016,0.8416,1450.4492,-0.2047,2.371,1.1554,1
3,0.761,1674.332,1433.871,4.224,0.013,0.1849,732.1753,-0.2235,2.7779,0.8974,1
2,0.874,1600.476,1399.291,4.68,0.013,0.525,1242.3605,-0.703,3.8677,1.1325,1
6,1.28,1646.285,1424.953,3.937,0.012,19.9518,6414.4923,1.3179,5.8657,1.7889,1
0,20.166,1757.448,1727.482,1.55,0.015,48857.0886,399947.226,-0.7312,4.8158,22.7827,1
5,1.124,1883.955,1575.562,4.322,0.013,1.059,1675.6716,-0.6054,2.1088,1.2845,1
4,0.904,1699.55,1444.6,3.901,0.012,0.1359,574.8902,-0.2938,4.0768,0.8727,1
2,0.382,1542.354,1367.849,4.466,0.013,0.0042,235.9836,-0.5112,8.9642,0.4495,1
7,0.881,1797.186,1504.631,4.848,0.018,0.5142,1214.571,-0.5192,2.1515,1.0294,1
4,0.654,1840.175,1528.969,5.723,0.012,0.1463,587.9394,-0.6717,2.176,0.7314,1
7,0.7,1859.824,1574.452,5.474,0.014,0.1859,707.3368,-0.6161,2.1513,0.8276,1
5,0.573,1781.965,1496.036,5.435,0.014,0.0802,464.6378,-0.5702,2.206,0.6729,1
6,0.666,1963.383,1640.04,6.026,0.012,0.1161,518.7228,-0.8036,2.3571,0.7447,1
7,0.668,1845.199,1531.748,5.233,0.025,0.1175,524.3088,-0.428,2.1738,0.757,1
5,0.554,1754.1,1476.18,5.573,0.013,0.0297,316.8683,-0.7488,2.4516,0.633,1
5,0.892,1772.147,1489.268,5.037,0.02,0.2716,1034.621,-0.3654,2.343,1.001,1
5,1.228,1742.212,1466.049,2.9,0.013,0.5639,1143.2631,0.4352,2.7062,1.3132,1
8,0.793,1891.981,1584.693,5.11,0.02,0.1569,678.6312,-0.5648,2.5737,0.8577,1
9,0.809,1719.52,1438.506,5.037,0.021,0.1413,757.4115,-0.7251,2.5576,0.8999,1
6,0.798,1647.029,1423.352,4.22,0.022,0.1515,628.4943,-0.0713,3.8388,0.8363,1
5,0.587,1548.6,1366.033,4.792,0.024,0.0481,448.0166,-0.803,4.6402,0.6625,1
4,0.521,1702.884,1444.97,4.81,0.019,0.0183,264.9749,-0.3939,3.8461,0.563,1
8,0.746,1691.2,1419.835,4.6,0.03,0.2029,773.5931,-0.5783,3.2912,0.8622,1
6,0.747,1627.353,1395.679,4.708,0.024,0.3765,957.4526,-0.3654,3.1817,0.934,1
7,0.474,1378.881,1276.678,4.217,0.021,0.0724,465.0108,1.39,16.4583,0.6537,1
9,0.832,1698.264,1426.452,4.96,0.026,0.4337,1076.5266,-0.5355,3.0384,0.9766,1
5,0.684,1750.124,1475.057,5.024,0.024,0.173,629.602,0.0125,2.7704,0.7879,1
7,0.47,1489.539,1322.895,4.796,0.025,0.0181,465.9879,-0.7883,6.9602,0.6274,1
7,0.637,1594.791,1374.131,4.578,0.025,0.1924,689.9974,-0.5143,4.1524,0.7892,1
5,0.837,1644.897,1411.427,5.16,0.023,0.2731,869.2908,-0.1319,3.2173,0.9731,1
7,0.579,1655.181,1408.675,4.838,0.029,0.0784,496.9866,-0.4137,3.462,0.687,1
8,0.677,1577.503,1374.291,4.581,0.025,0.1967,750.7035,0.1811,4.4404,0.8424,1
7,0.739,1737.15,1450.235,4.674,0.028,0.2924,811.6089,-0.2937,2.725,0.855,1
6,0.636,1737.317,1469.438,4.942,0.025,0.079,489.5815,0.0315,3.0793,0.7328,1
11,0.666,1658.029,1404.757,4.992,0.023,0.1094,547.6816,-0.2414,3.2045,0.7665,1
9,0.636,1662.053,1405.309,5.571,0.023,0.0762,560.0574,-0.488,3.0669,0.737,1
8,0.493,1632.949,1410.103,4.434,0.023,0.0512,376.2688,0.0414,4.2716,0.6195,1
7,0.775,1716.287,1463.927,4.19,0.026,0.2582,896.6452,-0.1823,3.1097,0.9378,1
31,0.951,1684.855,1412.519,3.347,0.078,0.5465,1044.5013,0.1993,2.1674,1.0076,1
23,1.012,1760.605,1462.494,3.226,0.049,0.8693,1283.3836,0.1206,1.8674,1.0965,1
11,0.782,1678.902,1427.391,4.086,0.04,0.1193,651.3729,-0.1943,3.049,0.7829,1
8,0.423,1537.877,1329.379,3.758,0.024,0.0004,75.1945,2.1416,13.0599,0.3239,0
9,0.458,1532.495,1323.042,3.517,0.028,0.0011,92.3749,2.3612,12.6945,0.36,0
46,0.37,1481.396,1318.423,4.34,0.106,0.003,159.7013,0.8934,6.3019,0.4668,0
19,0.479,1543.122,1333.699,3.562,0.064,0.0021,136.3501,1.5311,8.3539,0.4404,0
24,0.434,1493.738,1316.242,4.267,0.041,0.0031,141.3609,1.9829,10.2615,0.4393,0
21,0.627,1507.694,1326.204,3.233,0.056,0.0352,567.6443,0.7636,5.4889,0.77,0
20,0.699,1631.877,1392.025,5.444,0.05,0.1553,725.0893,-0.7975,2.954,0.8232,0
22,0.784,1666.025,1406.679,4.181,0.061,0.1955,853.5004,0.2254,2.867,0.8958,0
19,0.956,1656.83,1410.307,3.891,0.055,0.8559,1430.0086,-0.1801,2.7426,1.1455,1
26,0.604,1578.713,1361.503,5.15,0.055,0.0829,498.7921,-0.8244,3.4708,0.7351,1
29,0.718,1681.926,1413.606,4.607,0.057,0.199,709.307,-0.3883,2.436,0.8332,1
32,0.813,1802.066,1507.795,3.995,0.068,0.3721,904.423,0.1339,2.4668,0.9445,1
25,0.674,1688.74,1432.411,4.566,0.06,0.0792,559.0323,-0.2649,2.8574,0.7629,1
26,0.748,1782.099,1493.618,4.223,0.059,0.0992,665.7965,-0.0152,2.4791,0.857,1
28,0.69,1633.04,1400.039,4.833,0.046,0.1998,868.5348,-0.2442,3.4436,0.8757,1
0,40.824,2307.227,2288.734,1.838,0.009,54660.5395,427147.5303,0.4799,5.3432,22.477,0
0,17.62,1689.077,1656.91,1.484,0.022,8597.4687,223633.105,0.1504,2.9887,21.6699,0
0,2.267,1293.516,1271.234,2.54,0.002,263.2574,53103.3228,-9.3643,95.0651,7.4819,0
5,0.982,1950.419,1613.504,3.659,0.015,0.0027,120.4098,0.6167,2.3612,0.7036,0
5,0.801,1730.06,1449.822,4.153,0.02,0.0461,376.8583,0.6768,3.1529,0.7741,0
9,0.707,1665.428,1401.424,4.147,0.018,0.0108,212.3844,0.4995,2.694,0.6928,0
6,0.821,1678.146,1387.909,4.665,0.019,0.0015,87.7911,0.3298,2.3113,0.6724,0
5,0.814,1627.789,1359.845,3.096,0.014,0.0022,99.5456,1.4071,5.6366,0.5347,0
4,0.749,1623.447,1356.376,3.829,0.017,0.002,96.0436,0.5869,3.2986,0.5692,0
6,0.751,1606.169,1349.561,4.214,0.022,0.0025,122.5343,0.6196,3.7408,0.5122,0
6,0.748,1763.684,1446.707,4.319,0.02,0.0016,108.0176,1.1946,6.218,0.4352,0
6,0.72,1579.713,1336.906,3.528,0.016,0.0013,108.215,1.0927,4.5195,0.5641,0
8,0.686,1551.386,1325.959,4.172,0.02,0.0021,118.1249,1.2042,8.1524,0.4352,0
6,0.723,1608.364,1356.357,3.625,0.024,0.0037,169.4993,1.6007,9.9345,0.4786,0
11,0.715,1553.519,1329.8,3.427,0.026,0.0044,192.8891,1.9118,10.2792,0.5229,0
8,0.616,1526.731,1324.288,4.392,0.031,0.0033,164.7484,1.1988,6.8561,0.5921,0
9,0.643,1533.53,1327.429,4.001,0.033,0.0083,256.7013,1.0996,6.0868,0.656,0
10,0.663,1544.069,1344.653,3.41,0.041,0.024,401.4507,1.4466,7.2679,0.7327,0
16,0.794,1590.942,1363.804,4.676,0.057,0.0513,536.5914,0.4553,4.646,0.8015,0
15,0.739,1598.235,1378.002,4.742,0.049,0.0715,600.6886,0.132,4.9234,0.8171,0
19,0.911,1604.699,1374.325,4.139,0.067,0.2009,970.0968,0.3991,3.5953,1.0263,0
22,0.782,1729.169,1450.079,4.367,0.058,0.2012,680.8107,0.0479,2.8095,0.8189,1
29,1.035,1918.85,1610.069,3.238,0.06,1.3705,1362.9273,-0.0633,1.8292,1.1227,1
19,0.834,1589.185,1366.236,4.675,0.052,0.3805,1490.2567,-0.5802,3.0734,0.949,1
0,17.6,1687.456,1653.694,1.584,0.037,15570.8756,291540.2665,-0.8865,5.3437,20.9217,0
5,1.925,1935.95,1627.346,2.679,0.042,0.023,1172.2319,0.8533,3.9566,1.4735,0
38,1.051,1764.866,1471.032,3.7,0.123,0.0147,324.203,0.5702,3.9436,0.7977,0
40,0.961,1632.575,1378.923,4.449,0.114,0.0161,356.9064,0.1593,3.5422,0.791,0
26,0.88,1576.836,1346.786,4.329,0.099,0.0262,403.7518,0.469,4.5611,0.7358,0
38,0.856,1609.108,1370.475,4.274,0.098,0.0351,451.5564,0.4673,4.2227,0.7478,0
36,1.036,1708.857,1434.361,4.074,0.11,0.2496,895.5137,0.2505,2.911,0.9994,0
38,0.966,1699.547,1432.872,4.029,0.089,0.3222,1014.5425,0.1736,3.274,1.0193,1
40,0.993,1745.514,1462.903,3.705,0.086,0.4864,984.3382,0.0778,2.5399,1.0307,1
39,1.001,1608.69,1369.487,3.756,0.108,0.4944,913.6387,0.0482,3.124,1.0305,1
0,1.082,1267.374,1251.996,3.881,0.039,1.1705,2489.1055,-9.3038,144.8083,1.8312,1
25,1.118,1692.208,1420.475,4.376,0.056,0.8021,1315.6368,-0.173,2.7301,1.1226,1
18,0.972,1723.883,1441.215,3.882,0.041,0.1712,780.3149,-0.4344,2.7745,1.0265,1
11,0.876,1894.159,1589.636,4.075,0.038,0.0416,429.3305,0.1191,2.5073,0.8117,1
0,20.919,1781.613,1757.907,1.894,0.011,12299.2418,257029.9699,-0.5463,5.7516,18.9287,0
0,6.729,1406.318,1378.122,2.348,0.008,3320.7881,186009.2642,-3.1368,12.7658,15.2233,0
8,1.035,1756.433,1441.32,3.5,0.025,0.0111,235.085,0.9453,3.7663,0.6436,0
7,0.994,1654.162,1377.774,3.359,0.03,0.0079,212.1813,1.3874,6.0453,0.5827,0
7,1.005,1695.008,1394.967,4.015,0.032,0.0033,166.4802,1.1249,5.8585,0.5529,0
8,0.902,1634.954,1375.098,3.795,0.032,0.0063,209.3753,0.8937,5.0167,0.5888,0
8,0.797,1610.183,1359.276,4.146,0.034,0.0038,181.3288,0.6962,3.7456,0.6944,0
14,0.835,1608.934,1369.472,4.094,0.052,0.0237,430.3713,0.3974,4.1825,0.8388,0
21,0.875,1690.822,1428.411,4.053,0.067,0.0546,610.2568,0.2601,3.3382,0.9035,0
18,1.287,1800.93,1502.154,3.115,0.053,1.8527,2060.7436,-0.2217,2.4335,1.4152,1
20,0.996,1762.792,1491.06,4.253,0.056,0.8531,1249.1069,-0.3083,2.5901,1.083,1
20,0.82,1880.736,1592.212,4.669,0.056,0.2228,650.245,-0.2459,2.2387,0.7836,1
0,10.918,1516.296,1488.275,2.146,0.026,77399.9339,514406.6957,-1.9774,6.4968,22.5458,1
13,1.322,1762.35,1476.059,3.404,0.068,0.3578,1082.4656,-0.1725,2.2756,1.1242,1
22,1.039,1684.433,1428.093,3.755,0.069,0.4553,1004.627,0.1119,2.4236,1.0963,1
14,1.245,1652.34,1416.029,4.375,0.043,0.173,1037.8163,-0.0123,2.8336,1.1093,1
0,23.542,1844.166,1811.702,1.352,0.02,287158.0389,924549.6004,-0.6663,2.4614,29.8582,0
8,1.327,2006.733,1669.475,3.574,0.015,0.061,752.2704,1.336,5.2792,0.8363,0
5,0.89,1692.602,1430.973,2.856,0.013,0.006,143.7795,0.6177,2.3846,0.7556,0
3,0.824,1515.898,1314.907,3.509,0.02,0.013,216.2775,0.6425,3.2172,0.7945,0
8,0.719,1812.984,1537.919,3.96,0.027,0.0103,196.3086,0.1098,2.5336,0.7089,0
6,0.839,1697.283,1401.716,4.234,0.022,0.0029,116.1107,0.209,2.269,0.6922,0
10,0.756,1623.503,1357.5,3.625,0.028,0.0015,110.1056,0.7031,4.1783,0.5138,0
7,0.813,1697.564,1397.256,4.713,0.032,0.0015,106.3381,0.2826,3.5475,0.5204,0
8,0.725,1677.491,1398.454,3.97,0.027,0.0013,100.523,0.8344,8.2704,0.4074,0
8,0.742,1644.912,1373.095,3.761,0.033,0.002,123.082,0.4018,4.0262,0.536,0
10,0.751,1619.391,1359.192,4.33,0.034,0.0023,129.4926,0.5429,4.3119,0.5335,0
9,0.7,1583.523,1347.084,3.715,0.037,0.0039,173.8078,1.1357,6.821,0.5258,0
17,0.685,1581.249,1363.581,4.415,0.057,0.0125,335.0212,0.2632,5.0811,0.6891,0
16,0.728,1651.929,1398.252,4.413,0.056,0.0246,393.6578,-0.0492,4.2882,0.6911,0
16,0.772,1648.568,1394.953,4.694,0.057,0.0233,434.0255,-0.1727,4.6538,0.7115,0
17,0.749,1583.531,1364.888,4.289,0.065,0.0413,494.102,0.1999,3.7324,0.7545,0
13,0.765,1647.146,1399.44,5.127,0.048,0.0506,1238.5381,0.1687,4.3276,0.9372,0
0,13.725,1585.25,1550.646,1.473,0.016,6246.8092,204270.792,-0.592,4.7346,17.8174,0
0,4.54,1356.863,1339.832,3.76,0.006,2691.8152,221877.2185,-3.7642,18.3128,14.5064,0
18,0.581,1567.433,1361.512,4.48,0.061,0.025,419.2807,-0.0732,4.3838,0.6823,0
19,0.636,1586.239,1367.822,5.007,0.06,0.0149,342.5157,-0.1303,5.4226,0.6376,0
18,0.655,1578.016,1366.085,4.955,0.054,0.0286,460.2713,-0.8,5.5789,0.7044,0
16,0.601,1607.188,1390.931,4.835,0.062,0.018,333.102,-0.4178,5.1783,0.6361,0
19,0.58,1565.942,1359.518,4.925,0.056,0.0154,290.4824,-0.541,6.1104,0.5911,0
15,0.616,1574.503,1363.788,4.936,0.062,0.0132,306.9414,-0.6829,5.2322,0.6172,0
18,0.619,1566.128,1352.527,4.891,0.056,0.0131,288.5701,-0.4809,5.62,0.5846,0
17,0.582,1565.151,1359.104,4.363,0.061,0.016,347.3421,-0.5896,5.4292,0.6296,0
16,0.604,1582.549,1362.778,5.07,0.056,0.0174,317.5342,-0.7001,5.8707,0.597,0
13,0.53,1542.384,1342.056,4.565,0.049,0.0061,211.2096,0.0625,6.2788,0.5167,0
6,0.252,1400.257,1306.382,3.801,0.029,0.0049,202.8217,3.3727,16.5183,0.4455,0
5,0.237,1385.815,1295.923,3.658,0.029,0.0044,176.8417,3.6642,19.5108,0.4144,0
7,0.272,1406.355,1309.112,3.679,0.026,0.0099,248.3489,1.6718,14.704,0.4891,0
6,0.254,1400.371,1306.011,3.696,0.027,0.0046,208.0388,3.3783,16.4916,0.4514,0
5,0.225,1387.005,1298.4,3.749,0.027,0.0045,167.9049,3.5905,19.0304,0.4037,0
6,0.254,1402.31,1307.147,3.805,0.029,0.0038,205.5001,3.3339,16.2769,0.4486,0
5,0.239,1390.534,1297.961,3.789,0.029,0.0046,177.9202,3.5395,18.7421,0.4151,0
5,0.24,1393.591,1300.134,4.079,0.028,0.0045,176.506,3.5039,18.6009,0.4144,0
6,0.256,1404.341,1306.848,3.538,0.03,0.0043,202.8824,3.3111,16.0219,0.4437,0
6,0.256,1402.947,1305.879,3.695,0.031,0.0047,197.8091,3.3105,16.135,0.4394,0
5,0.243,1394.078,1299.138,3.677,0.028,0.0044,179.1537,3.4635,18.172,0.4154,0
6,0.251,1404.202,1308.23,3.534,0.03,0.0047,202.4091,3.3213,16.0675,0.4431,0
6,0.258,1403.725,1305.999,3.587,0.032,0.005,205.3231,3.2952,15.9786,0.447,0
6,0.248,1397.639,1304.058,3.665,0.029,0.0043,193.3868,3.3815,16.5856,0.4359,0
5,0.248,1391.882,1298.314,3.623,0.03,0.0048,188.3701,3.5359,18.589,0.4256,0
7,0.263,1405.749,1307.686,3.616,0.029,0.0049,210.2751,3.2972,16.0034,0.4518,0
6,0.256,1400.459,1305.123,3.716,0.03,0.0046,209.4196,3.3409,16.3289,0.4529,0
5,0.244,1387.152,1296.657,3.928,0.028,0.0052,182.4219,3.6099,19.3031,0.4214,0
6,0.25,1402.244,1306.342,3.678,0.031,0.0034,199.0142,3.3115,16.1008,0.441,0
5,0.236,1388.808,1297.56,3.812,0.028,0.0044,175.6761,3.5472,18.8228,0.4128,0
5,0.24,1392.07,1298.648,3.839,0.027,0.0045,173.6964,3.5131,18.6299,0.411,0
5,0.23,1389.07,1299.416,3.901,0.028,0.0029,172.2148,3.5643,18.9023,0.4098,0
6,0.255,1404.045,1306.864,3.751,0.031,0.0033,201.5547,3.3026,16.1071,0.4441,0
5,0.239,1392.733,1299.188,3.677,0.028,0.0045,177.1008,3.5049,18.3981,0.4134,0
6,0.251,1406.064,1307.878,3.555,0.031,0.0045,195.5973,3.2682,15.7857,0.436,0
6,0.253,1406.136,1309.601,3.685,0.031,0.0046,200.8559,3.3239,16.1632,0.4428,0
5,0.237,1394.8,1300.721,3.604,0.028,0.0043,170.316,3.5425,18.6591,0.4059,0
6,0.255,1404.318,1307.207,3.606,0.031,0.0041,202.8158,3.3064,16.0406,0.445,0
5,0.242,1392.199,1299.105,3.833,0.027,0.0049,178.8025,3.5289,18.6574,0.4161,0
6,0.247,1404.503,1309.231,3.474,0.031,0.0045,201.2621,3.3245,16.0781,0.4421,0
6,0.253,1407.065,1309.196,3.684,0.031,0.0044,197.1433,3.3043,16.0434,0.4385,0
5,0.232,1390.164,1299.469,3.738,0.028,0.0048,176.5256,3.5541,18.735,0.4131,0
6,0.253,1405.468,1308.925,3.832,0.03,0.0035,197.4973,3.3151,16.1653,0.4395,0
5,0.243,1394.357,1299.684,3.6,0.028,0.0045,183.3257,3.4934,18.2777,0.4194,0
7,0.269,1411.036,1309.31,3.709,0.035,0.006,210.1922,3.1965,15.3392,0.4509,0
6,0.248,1404.634,1309.621,3.621,0.031,0.0043,197.242,3.3354,16.1574,0.438,0
5,0.237,1390.651,1298.626,3.783,0.031,0.0041,178.2409,3.5331,18.6072,0.4152,0
6,0.26,1404.05,1308.448,3.8,0.03,0.0051,210.9297,3.3688,16.4872,0.4544,0
5,0.246,1397.269,1301.026,3.814,0.028,0.0043,176.9286,3.4597,18.1987,0.4133,0
6,0.254,1402.369,1307.264,3.587,0.029,0.0051,212.9778,3.3448,16.2431,0.4544,0
6,0.248,1399.147,1306.273,3.672,0.03,0.0048,203.7025,3.345,16.3036,0.4459,0
5,0.24,1392.765,1298.996,3.637,0.028,0.0044,176.3539,3.5162,18.5069,0.4129,0
6,0.255,1401.683,1306.456,3.724,0.031,0.0044,205.3729,3.3421,16.284,0.4479,0
6,0.246,1390.355,1297.281,3.701,0.027,0.0046,179.3267,3.5832,18.8356,0.4162,0
6,0.25,1399.889,1305.533,3.542,0.031,0.0044,203.9238,3.3215,16.0764,0.4452,0
6,0.249,1402.234,1308.78,3.725,0.029,0.0044,198.7313,3.3971,16.613,0.4409,0
5,0.243,1394.026,1299.805,3.546,0.028,0.0046,182.3204,3.5153,18.4325,0.4186,0
6,0.25,1402.221,1306.07,3.774,0.03,0.0047,202.3457,3.3082,16.0223,0.4441,0
