TCSC,MAV,STE,MEA,Shannon_ent,sample_ent,band_power,segment_energy,skewness,kurtosis,std_dev,rhythm
10,0.151,1752.515,1482.418,4.014,0.472,0.000896,44.784412,-0.4549,2.5179,0.1906,1
10,0.153,1802.342,1524.468,4.083,0.494,0.000867,44.254642,-0.3506,2.4906,0.1912,1
14,0.1,1589.723,1390.441,3.463,0.496,0.000186,23.998337,-0.7727,4.2154,0.1395,1
14,0.166,1792.59,1515.25,4.137,0.482,0.001283,53.19004,-0.4101,2.4368,0.2088,1
16,0.209,1992.274,1652.121,4.365,0.464,0.002695,71.067408,-0.1088,1.7633,0.2423,1
14,0.25,2244.702,1877.616,4.263,0.479,0.004673,93.236141,-0.0301,1.469,0.2767,1
14,0.248,2254.732,1889.251,4.306,0.443,0.00483,91.939715,-0.0573,1.4669,0.2742,1
16,0.179,1955.467,1641.233,4.427,0.615,0.001579,55.517557,0.0184,2.019,0.2133,1
18,0.137,1772.591,1486.964,4.072,0.618,0.000507,32.636073,0.2386,2.4469,0.1664,1
16,0.135,1853.909,1535.426,3.942,0.608,0.000383,30.629703,0.1994,2.0083,0.1583,1
15,0.143,1960.428,1624.225,3.63,0.657,0.000442,32.303381,0.3209,1.883,0.1647,1
15,0.155,1881.474,1547.48,3.695,0.606,0.00063,38.512052,0.3775,1.9213,0.1782,1
14,0.159,1991.121,1642.816,3.765,0.581,0.000699,39.097256,0.3043,1.7834,0.1803,1
15,0.168,1921.122,1574.841,3.826,0.607,0.000926,43.79216,0.2407,1.7589,0.1908,1
15,0.165,2054.843,1707.957,3.714,0.561,0.000925,42.401639,0.2659,1.7699,0.1881,1
14,0.168,1986.925,1634.586,3.717,0.563,0.000845,43.950536,0.3918,1.8031,0.19,1
15,0.15,1961.457,1620.161,4.044,0.617,0.000532,35.235062,0.054,1.8528,0.1719,1
15,0.194,2005.017,1652.869,3.898,0.522,0.001578,58.714104,0.3009,1.7709,0.2193,1
14,0.181,2013.058,1658.783,3.945,0.513,0.001219,50.548732,0.2184,1.7056,0.2051,1
15,0.178,2010.86,1669.392,3.664,0.512,0.001368,50.697014,0.4243,1.8684,0.204,1
16,0.16,1887.925,1561.473,3.879,0.613,0.00066,39.77285,0.3397,1.9823,0.1855,1
8,0.331,1368.519,1282.939,3.434,0.157,0.024846,406.047578,2.5707,13.291,0.6051,0
6,0.251,1410.357,1314.991,2.695,0.155,0.007771,255.770582,3.1045,13.6889,0.477,0
6,0.251,1406.521,1313.118,2.656,0.147,0.008798,260.084585,3.0141,13.441,0.484,0
6,0.251,1400.363,1308.144,2.624,0.15,0.008118,258.929676,3.1007,13.7387,0.4819,0
6,0.239,1406.763,1311.838,2.813,0.149,0.005802,229.971087,3.0419,13.4583,0.4539,0
6,0.292,1375.085,1287.487,2.725,0.164,0.021979,329.447985,3.0823,14.4689,0.5396,0
7,0.317,1376.235,1287.945,2.816,0.165,0.02182,387.233461,2.9597,13.1802,0.5871,0
8,0.363,1381.67,1286.654,3.136,0.144,0.037771,448.144688,1.8559,11.1718,0.6344,0
8,0.362,1389.417,1289.094,3.385,0.17,0.03025,411.013958,1.8339,11.2986,0.614,0
9,0.34,1392.079,1290.953,3.29,0.178,0.016635,363.473347,2.0062,10.3876,0.5838,0
8,0.379,1389.46,1288.37,3.226,0.17,0.027868,462.914539,1.9165,10.8568,0.6374,0
9,0.387,1381.721,1284.3,3.124,0.166,0.041785,454.830491,2.2379,12.3704,0.6451,0
8,0.394,1372.346,1283.743,3.566,0.138,0.027798,526.043169,2.598,14.7164,0.6968,0
8,0.311,1435.826,1319.37,2.904,0.177,0.008754,308.303253,2.0107,9.913,0.5327,0
7,0.338,1379.74,1284.853,3.295,0.183,0.017538,373.043726,2.3201,12.7003,0.5775,0
9,0.397,1393.386,1292.76,3.158,0.148,0.036106,524.633039,1.9708,10.516,0.6889,0
8,0.392,1388.546,1285.827,4.127,0.143,0.028628,446.274717,0.9565,9.6406,0.6423,0
7,0.313,1373.104,1286.857,2.794,0.162,0.028549,384.657009,2.9788,13.5156,0.5855,0
8,0.302,1445.27,1323.95,3.106,0.176,0.015246,285.989828,1.7052,9.2332,0.5118,0
6,0.258,1396.564,1304.329,2.78,0.161,0.011534,268.858971,3.1102,13.9177,0.4911,0
9,0.382,1394.768,1290.303,3.527,0.138,0.037526,454.232787,1.1688,9.2213,0.6411,0
8,0.41,1406.649,1298.853,3.335,0.158,0.059576,533.3018,1.9715,10.5724,0.6964,0
7,0.322,1440.725,1323.11,2.893,0.14,0.022165,345.890227,1.6501,9.1233,0.5593,0
7,0.325,1376.541,1288.59,2.515,0.148,0.030565,411.830471,2.9625,13.2654,0.6054,0
10,0.427,1397.59,1289.146,3.516,0.108,0.045941,521.625223,1.0092,9.1194,0.6889,0
9,0.421,1402.269,1292.681,3.924,0.151,0.036468,506.826606,1.4248,9.6261,0.684,0
8,0.399,1393.494,1292.372,3.118,0.17,0.055347,522.86849,2.3309,10.9172,0.6883,0
9,0.384,1404.216,1294.183,3.131,0.17,0.040934,443.795918,1.6976,9.6896,0.6314,0
9,0.363,1394.664,1291.298,3.283,0.172,0.02001,420.952156,1.7438,10.1554,0.6161,0
7,0.343,1368.321,1281.477,3.647,0.149,0.015845,413.353064,2.1563,13.2906,0.6112,0
8,0.367,1371.688,1282.965,3.068,0.16,0.027385,464.924103,2.3202,12.6324,0.6535,0
8,0.383,1378.017,1283.736,3.173,0.16,0.04274,478.937426,1.9589,12.3491,0.6535,0
8,0.313,1375.723,1284.07,3.163,0.152,0.01271,328.985909,2.1551,12.3033,0.5488,0
9,0.423,1395.324,1290.017,3.051,0.175,0.05268,537.411995,2.1018,10.6965,0.6953,0
10,0.442,1420.26,1300.182,4.16,0.141,0.051932,537.396397,1.0628,8.1773,0.7043,0
8,0.299,1429.708,1318.826,3.25,0.167,0.015414,309.313816,1.8275,10.266,0.5299,0
9,0.401,1393.375,1288.908,3.497,0.149,0.052914,491.745243,1.2193,9.583,0.6631,0
8,0.332,1375.422,1285.061,2.617,0.17,0.029474,391.249562,2.9716,13.7137,0.5904,0
6,0.243,1395.619,1308.444,2.811,0.151,0.00996,264.900573,3.1595,13.9526,0.4861,0
6,0.306,1355.835,1279.598,2.434,0.131,0.026486,391.548916,3.3541,17.0531,0.5892,0
6,0.271,1393.375,1303.604,3.043,0.152,0.011051,308.79442,3.0974,14.0307,0.5251,0
6,0.263,1409.922,1316.116,2.704,0.155,0.011319,286.995632,3.0787,13.5682,0.5068,0
10,0.381,1390.003,1287.613,2.845,0.158,0.0402,433.9962,1.7482,10.5205,0.631,0
8,0.405,1396.921,1294.913,3.812,0.156,0.040991,537.915786,2.113,11.6734,0.6962,0
10,0.454,1418.997,1302.318,2.713,0.154,0.058683,600.35352,2.1206,10.1039,0.736,0
8,0.355,1368.611,1280.254,3.997,0.145,0.0309,411.31727,1.8586,13.5645,0.6148,0
7,0.281,1421.314,1317.584,2.596,0.171,0.011951,295.481293,2.8277,11.9557,0.5113,0
6,0.253,1406.558,1313.119,2.662,0.143,0.011414,266.597804,3.0888,13.6497,0.4877,0
7,0.32,1367.571,1285.258,2.774,0.135,0.028144,416.5676,3.094,14.4319,0.6099,0
6,0.263,1417.73,1317.513,2.901,0.176,0.010683,269.845814,2.9036,12.6544,0.4895,0
6,0.262,1407.564,1312.308,2.657,0.139,0.011115,276.502832,3.0573,13.4763,0.4968,0
6,0.268,1400.818,1308.364,2.583,0.15,0.014011,298.172127,3.0843,13.6221,0.5154,0
6,0.265,1408.597,1315.579,2.746,0.13,0.016081,293.214481,3.0713,13.6048,0.5122,0
6,0.249,1401.643,1309.634,2.749,0.155,0.009461,256.254482,3.0883,13.8663,0.4797,0
9,0.421,1381.771,1282.945,3.488,0.101,0.051268,529.748503,1.4004,11.21,0.6888,0
9,0.419,1398.503,1290.801,3.24,0.138,0.037937,513.916236,1.3078,9.2186,0.6877,0
9,0.374,1392.692,1289.001,3.824,0.19,0.02954,413.533734,2.082,11.6086,0.6126,0
8,0.298,1373.985,1286.031,3.231,0.185,0.015311,325.568574,2.8442,13.4365,0.5441,0
6,0.351,1367.83,1287.071,2.872,0.136,0.056222,525.775162,3.0787,15.1055,0.6866,0
9,0.352,1445.903,1314.023,3.499,0.131,0.027082,345.667529,0.5018,6.9812,0.5597,0
6,0.289,1395.485,1307.884,2.385,0.137,0.021014,356.716608,2.9645,13.8071,0.5774,0
9,0.437,1406.981,1296.441,3.309,0.158,0.060985,593.808075,1.6788,9.4778,0.724,0
9,0.402,1400.902,1295.688,3.568,0.15,0.04106,513.193936,2.0219,10.8986,0.6797,0
7,0.323,1378.879,1285.967,3.168,0.186,0.027294,354.057926,2.1401,12.4467,0.5683,0
8,0.295,1428.123,1320.461,2.45,0.162,0.010426,300.665385,2.7145,10.8674,0.5313,0
7,0.345,1411.511,1305.993,3.367,0.147,0.02348,430.61395,1.9525,10.6359,0.6131,0
8,0.34,1374.659,1283.353,3.601,0.165,0.02764,382.740846,2.2052,12.4417,0.5912,0
8,0.328,1401.566,1298.556,3.359,0.185,0.02243,372.73127,2.129,10.3015,0.5798,0
8,0.386,1403.043,1295.292,2.872,0.167,0.042891,460.122903,1.8201,10.157,0.6466,0
9,0.381,1381.804,1285.148,3.621,0.16,0.022872,465.19138,2.0143,11.021,0.6482,0
6,0.276,1360.023,1281.331,2.831,0.147,0.0148,313.001677,3.2153,15.9738,0.5272,0
7,0.324,1381.656,1292.274,2.725,0.151,0.025082,418.185095,2.9378,12.9902,0.6101,0
6,0.291,1358.271,1281.305,3.275,0.138,0.022863,359.960383,2.6659,15.9969,0.5664,0
11,0.42,1603.259,1415.258,3.32,0.072,0.028796,430.934854,-0.3148,4.3845,0.6199,0
8,0.404,1382.693,1286.382,3.462,0.151,0.066582,528.987453,2.179,12.183,0.6915,0
10,0.395,1400.589,1292.11,3.463,0.156,0.040656,452.839106,1.6017,9.7347,0.6482,0
9,0.331,1378.349,1286.117,3.236,0.165,0.02322,378.30253,2.266,11.9107,0.5856,0
5,0.244,1393.131,1306.264,2.613,0.151,0.011544,255.861397,3.3629,16.2012,0.4785,0
8,0.409,1389.418,1292.488,2.982,0.157,0.081086,580.143969,2.614,12.7421,0.7185,0
8,0.336,1407.119,1301.241,3.222,0.156,0.018587,387.795507,1.9941,9.8111,0.5894,0
5,0.224,1388.189,1303.772,2.765,0.147,0.008789,224.617551,3.3318,16.0357,0.4471,0
6,0.256,1410.38,1317.357,2.839,0.136,0.009982,277.048378,3.0511,13.4783,0.4974,0
6,0.255,1398.396,1312.917,2.793,0.151,0.012195,300.494038,3.2127,14.2339,0.5189,0
5,0.237,1388.1,1302.436,2.94,0.139,0.010037,244.548394,3.3218,16.0248,0.4668,0
6,0.26,1403.075,1310.798,2.766,0.143,0.012342,284.596406,3.0716,13.5471,0.5038,0
7,0.329,1369.596,1286.112,2.631,0.143,0.025464,435.675388,3.1211,14.7151,0.6227,0
8,0.4,1413.321,1302.767,3.371,0.15,0.059246,515.398649,1.6097,9.61,0.6815,0
5,0.279,1407.805,1314.018,3.158,0.154,0.01392,325.981783,3.0414,13.3901,0.5381,0
9,0.41,1405.628,1296.466,3.298,0.168,0.049394,522.743507,1.718,9.3071,0.6865,0
6,0.305,1366.959,1286.205,2.716,0.145,0.016536,390.709448,3.2622,15.3785,0.5921,0
9,0.366,1437.05,1313.153,3.414,0.172,0.026119,395.142044,1.4378,8.1994,0.6012,0
8,0.402,1395.054,1291.58,3.42,0.158,0.027283,522.073173,1.8687,9.9166,0.6821,0
6,0.297,1361.228,1283.528,2.908,0.134,0.025638,385.58555,3.2222,15.6917,0.5847,0
8,0.346,1373.39,1283.818,3.298,0.133,0.031407,423.995287,2.027,12.3736,0.6161,0
11,0.399,1516.222,1356.005,2.992,0.079,0.032767,416.078339,-0.0966,5.522,0.6141,0
7,0.341,1376.644,1286.834,3.445,0.166,0.025971,415.880996,2.6103,14.5136,0.612,0
9,0.354,1379.897,1283.692,3.637,0.172,0.026385,383.648878,1.6237,11.4719,0.5958,0
11,0.696,1484.169,1337.141,3.363,0.177,0.646101,1373.880155,1.3711,6.1507,1.0917,0
8,0.388,1395.476,1291.574,2.905,0.146,0.036302,459.936044,1.7878,11.2363,0.6495,0
9,0.418,1404.957,1298.351,3.072,0.16,0.036613,558.070219,1.8326,10.0322,0.7147,0
8,0.38,1396.004,1292.262,3.566,0.151,0.03494,439.552739,1.5464,10.9321,0.6411,0
8,0.304,1426.766,1317.637,2.962,0.168,0.010278,338.981266,2.3496,10.3733,0.5396,0
8,0.378,1379.863,1284.19,3.262,0.135,0.04514,455.483782,1.7018,11.7301,0.6412,0
6,0.259,1412.35,1316.721,2.793,0.137,0.009493,273.450859,3.032,13.3319,0.4949,0
6,0.248,1410.823,1319.97,2.674,0.139,0.009913,268.933575,3.1247,13.7258,0.4895,0
5,0.228,1392.669,1308.591,2.549,0.133,0.009621,236.569563,3.4098,16.3525,0.4593,0
7,0.316,1379.966,1290.757,2.676,0.153,0.023208,391.496232,2.9848,13.0554,0.5904,0
6,0.238,1399.482,1311.136,2.983,0.147,0.009152,250.379875,3.1423,13.9092,0.4731,0
5,0.238,1393.608,1306.601,2.69,0.152,0.010198,244.566396,3.366,16.1369,0.4673,0
9,0.385,1391.814,1286.652,3.315,0.117,0.036154,432.66904,1.1066,9.4854,0.6233,0
7,0.331,1365.228,1282.416,2.638,0.149,0.023893,424.294156,3.0275,14.6816,0.6153,0
9,0.337,1463.654,1333.086,3.494,0.137,0.019643,331.024031,0.7438,7.3148,0.5645,0
6,0.261,1401.265,1308.067,2.721,0.14,0.0082,278.2994,3.0979,13.7811,0.4977,0
5,0.25,1392.497,1303.896,2.619,0.146,0.011563,279.718347,3.3193,15.7769,0.483,0
6,0.264,1409.897,1314.569,2.98,0.162,0.010776,279.707691,3.0546,13.4575,0.5012,0
6,0.254,1407.045,1314.525,2.441,0.138,0.011349,272.431826,3.127,13.7496,0.4929,0
6,0.264,1406.362,1313.769,2.817,0.143,0.012604,290.908084,3.0723,13.5039,0.5109,0
6,0.251,1402.837,1313.162,2.882,0.134,0.010144,273.784748,3.0826,13.6155,0.4955,0
5,0.235,1395.004,1305.327,2.869,0.16,0.009342,230.916916,3.28,15.5714,0.4525,0
9,0.378,1387.65,1286.773,3.589,0.12,0.042573,441.341435,1.1421,10.0269,0.6321,0
8,0.326,1380.269,1288.283,3.028,0.158,0.022818,371.691987,1.9117,11.4308,0.5904,0
6,0.259,1412.627,1317.247,2.927,0.149,0.00886,264.883288,3.0894,13.6641,0.4932,0
5,0.234,1398.275,1309.023,2.702,0.14,0.009073,250.650753,3.2401,15.2274,0.4558,0
7,0.3,1360.966,1281.862,2.696,0.149,0.010438,365.742671,3.2537,15.4221,0.5728,0
8,0.315,1455.492,1324.946,3.43,0.134,0.015704,298.327788,0.6624,7.3136,0.5194,0
6,0.269,1411.911,1315.339,2.917,0.152,0.013405,285.426457,3.0542,13.4175,0.5068,0
6,0.246,1413.429,1317.501,2.761,0.138,0.008998,243.746294,3.074,13.4741,0.467,0
6,0.251,1406.806,1314.987,2.751,0.138,0.011282,269.107404,3.1234,13.7852,0.49,0
6,0.238,1406.495,1313.293,2.506,0.15,0.008136,235.512182,3.1102,13.6156,0.4585,0
6,0.243,1384.422,1300.135,3.11,0.145,0.008664,261.52003,3.2079,14.6424,0.4847,0
5,0.247,1396.328,1307.476,2.734,0.151,0.011159,258.137524,3.3164,15.8343,0.4792,0
6,0.251,1416.299,1320.289,2.881,0.142,0.008745,254.345379,3.0702,13.3982,0.4779,0
6,0.248,1411.127,1317.416,2.534,0.135,0.00997,255.550784,3.0984,13.6664,0.478,0
6,0.251,1412.706,1318.351,2.66,0.137,0.010493,260.592268,3.0871,13.545,0.4826,0
6,0.26,1412.471,1317.316,2.848,0.15,0.012646,275.807777,3.053,13.371,0.4969,0
6,0.266,1407.923,1313.813,2.77,0.141,0.014596,289.868288,3.0799,13.6318,0.51,0
6,0.25,1399.212,1308.497,2.609,0.142,0.010995,263.420637,3.1561,14.0402,0.4856,0
6,0.275,1396.409,1302.543,2.683,0.149,0.014087,298.224971,3.1315,14.0069,0.5148,0
9,0.4,1408.142,1295.263,3.366,0.16,0.025723,467.292494,1.4643,9.2268,0.6485,0
8,0.313,1365.618,1281.123,3.268,0.16,0.013022,349.441151,2.5486,14.1186,0.5671,0
7,0.291,1359.304,1282.448,2.71,0.139,0.010325,367.173829,3.2458,15.3535,0.5718,0
9,0.409,1443.227,1310.086,3.342,0.117,0.03057,454.320567,0.4868,6.5326,0.6399,0
10,0.396,1390.963,1290.083,4.083,0.139,0.025792,491.037804,1.5233,11.0328,0.6721,0
7,0.331,1367.27,1283.045,2.31,0.146,0.026949,421.985482,3.0315,14.508,0.6113,0
9,0.401,1377.777,1284.692,3.49,0.147,0.042343,523.669147,2.1275,12.4525,0.6948,0
10,0.431,1426.791,1303.574,3.519,0.162,0.034598,530.018694,1.2136,7.9807,0.6856,0
8,0.423,1403.155,1295.587,3.718,0.149,0.053754,560.02346,1.7272,9.6873,0.7125,0
7,0.339,1382.394,1288.53,3.202,0.166,0.034074,402.676424,2.3721,12.1517,0.6026,0
8,0.352,1382.704,1287.159,3.201,0.17,0.021916,413.470971,2.1728,11.7607,0.6119,0
9,0.375,1389.759,1292.084,3.277,0.161,0.027218,474.268766,2.3985,12.273,0.6551,0
9,0.352,1373.71,1280.555,3.948,0.146,0.024631,373.51338,1.9003,13.0842,0.5868,0
7,0.412,1395.975,1299.577,3.095,0.151,0.097122,642.677543,2.86,12.9339,0.7514,0
10,0.452,1431.047,1305.15,4.09,0.139,0.058398,554.593405,0.8168,7.3642,0.7156,0
10,0.432,1408.957,1295.211,3.752,0.192,0.040832,518.1012,1.6586,9.4116,0.6936,0
7,0.34,1369.629,1283.289,3.508,0.144,0.033741,427.975231,2.367,13.6095,0.6187,0
9,0.385,1391.369,1287.472,3.521,0.158,0.035577,435.714679,1.764,10.5467,0.6302,0
10,0.367,1416.198,1303.979,3.426,0.153,0.020611,418.512758,1.3924,8.7376,0.6268,0
8,0.351,1381.759,1286.357,3.549,0.159,0.034146,412.124105,2.0909,12.0712,0.6062,0
8,0.358,1384.062,1286.709,3.317,0.144,0.040938,412.091606,1.8312,11.3103,0.6128,0
9,0.353,1383.743,1288.298,3.103,0.17,0.026872,422.298432,2.2213,11.2559,0.6204,0
8,0.437,1406.426,1297.756,3.575,0.156,0.070476,590.183063,2.1496,11.056,0.728,0
7,0.308,1424.023,1318.503,2.454,0.145,0.01412,348.439911,2.6955,11.1163,0.5604,0
8,0.373,1387.145,1287.891,3.165,0.171,0.027817,449.481162,2.0477,11.1469,0.6337,0
6,0.278,1410.607,1315.99,2.861,0.146,0.018596,319.012959,3.0075,13.2202,0.5336,0
8,0.362,1385.07,1288.509,3.117,0.146,0.033715,442.842193,1.8417,10.9803,0.6317,0
10,0.393,1410.479,1301.322,3.469,0.154,0.026994,476.906424,1.7268,10.2398,0.668,0
9,0.42,1410.311,1296.193,3.721,0.15,0.043875,510.966394,1.4028,8.5502,0.6829,0
8,0.394,1380.187,1284.678,2.957,0.162,0.053353,516.073221,2.6957,12.9077,0.6674,0
6,0.263,1394.423,1304.999,2.959,0.152,0.013143,295.578596,3.0556,13.6556,0.5139,0
9,0.384,1395.843,1290.8,3.466,0.107,0.039033,450.744437,0.8465,9.245,0.6436,0
10,0.387,1381.572,1284.439,3.646,0.164,0.033238,478.426641,1.9455,11.1974,0.6502,0
7,0.329,1363.768,1280.996,3.196,0.145,0.036516,404.391456,2.5814,14.413,0.6041,0
8,0.355,1375.972,1282.656,3.474,0.161,0.027384,399.30862,1.9216,12.3762,0.6046,0
8,0.4,1388.55,1290.313,3.236,0.177,0.056114,534.756299,2.3769,11.3767,0.6957,0
8,0.359,1384.266,1286.821,3.753,0.16,0.046828,420.401971,1.6431,10.75,0.6156,0
8,0.428,1398.022,1294.07,3.255,0.172,0.062331,580.907452,2.4143,11.2458,0.7269,0
7,0.319,1435.192,1322.571,3.177,0.15,0.024146,355.389343,1.8985,10.0329,0.5663,0
6,0.277,1406.429,1313.06,2.956,0.133,0.016586,320.064112,3.0291,13.3577,0.5341,0
7,0.315,1358.341,1280.631,2.561,0.134,0.013281,408.397352,3.213,15.6658,0.6045,0
8,0.301,1446.033,1317.696,3.388,0.153,0.012152,264.706733,0.7885,7.714,0.4918,0
8,0.385,1387.297,1288.852,3.155,0.166,0.03196,490.042809,2.0201,11.3958,0.6625,0
11,0.457,1420.623,1299.828,4.265,0.155,0.056737,570.276121,1.0761,7.9217,0.7238,0
6,0.263,1408.262,1311.89,2.778,0.152,0.013271,272.937263,3.0632,13.6042,0.4942,0
7,0.354,1380.025,1288.399,3.019,0.134,0.039608,468.355828,2.3385,11.6984,0.6432,0
10,0.358,1533.93,1373.705,3.119,0.07,0.025774,350.786762,-0.3493,5.546,0.5597,0
7,0.328,1372.947,1287.088,2.419,0.14,0.017533,420.338328,2.9886,13.6621,0.6138,0
8,0.344,1383.947,1286.961,3.844,0.148,0.025328,388.702535,1.485,10.9406,0.5942,0
8,0.377,1371.696,1280.695,3.365,0.163,0.031049,452.024033,2.2823,13.8881,0.637,0
9,0.458,1420.096,1305.393,3.446,0.166,0.041383,645.307216,1.9733,9.8691,0.762,0
7,0.317,1376.73,1287.707,3.675,0.166,0.025618,373.823533,2.7212,13.5615,0.58,0
8,0.345,1410.866,1304.503,3.136,0.164,0.020675,410.582905,1.9195,9.675,0.6121,0
6,0.262,1399.853,1306.01,3.078,0.148,0.008706,276.632718,3.0197,13.387,0.4973,0
6,0.272,1400.031,1305.773,2.811,0.141,0.011057,299.152487,2.9864,13.198,0.5151,0
6,0.267,1418.191,1320.162,2.78,0.146,0.010672,284.826521,2.9402,12.8974,0.5051,0
6,0.26,1410.945,1313.163,2.698,0.146,0.011078,266.437658,2.9934,13.1087,0.4864,0
6,0.253,1414.483,1317.817,2.847,0.145,0.010658,258.616063,2.9926,13.0878,0.4797,0
6,0.258,1413.029,1318.821,2.789,0.142,0.011452,277.175886,3.0316,13.3113,0.4979,0
8,0.374,1397.993,1291.743,3.086,0.141,0.034201,438.625995,1.5181,9.8266,0.6224,0
8,0.36,1393.874,1290.87,3.225,0.172,0.034469,415.552097,2.2041,10.5417,0.6066,0
7,0.316,1389.922,1295.657,2.772,0.159,0.021618,379.662673,2.8814,12.4708,0.5805,0
8,0.385,1389.007,1293.232,2.604,0.163,0.059822,536.635947,2.8326,12.4682,0.6897,0
7,0.328,1371.541,1285.492,3.363,0.143,0.031263,412.15309,2.2927,12.5328,0.6115,0
9,0.399,1401.165,1293.988,3.222,0.154,0.045331,486.941792,1.4796,10.0282,0.666,0
10,0.418,1394.826,1292.146,2.975,0.174,0.057127,556.637581,2.3295,11.604,0.7075,0
8,0.37,1393.143,1290.087,3.798,0.157,0.043218,424.899995,1.627,9.9779,0.6237,0
9,0.415,1406.316,1298.147,3.58,0.157,0.046257,522.131202,1.852,10.2026,0.7007,0
7,0.36,1381.652,1285.868,3.204,0.162,0.036658,452.775112,2.282,11.9341,0.6193,0
8,0.403,1392.024,1293.607,3.163,0.175,0.068175,565.516667,2.3773,11.4115,0.7129,0
9,0.383,1398.553,1293.1,3.495,0.149,0.048102,463.934976,1.3401,9.2504,0.6496,0
10,0.377,1391.514,1290.809,3.411,0.158,0.041582,452.281553,2.2245,12.3577,0.6393,0
8,0.355,1377.84,1284.909,3.543,0.175,0.039164,421.964619,2.1743,11.7634,0.6193,0
7,0.293,1432.353,1326.396,2.96,0.156,0.01164,320.376489,2.7677,11.3263,0.536,0
5,0.243,1395.179,1306.455,2.701,0.143,0.01064,250.921445,3.2678,15.5558,0.4719,0
7,0.325,1366.329,1283.1,2.679,0.135,0.015885,416.331377,3.0196,13.954,0.6088,0
6,0.274,1381.746,1295.158,2.992,0.14,0.012453,318.219376,3.055,13.8884,0.5322,0
6,0.281,1414.681,1318.162,2.803,0.136,0.013688,318.744508,2.9949,13.126,0.533,0
6,0.264,1411.81,1315.634,2.745,0.148,0.009735,283.257393,2.9734,13.0465,0.502,0
7,0.286,1416.859,1318.926,2.772,0.133,0.010861,331.295809,2.8202,11.593,0.5456,0
6,0.259,1397.205,1307.987,2.687,0.142,0.013151,287.55868,3.2422,15.4184,0.5028,0
5,0.272,1414.966,1318.863,2.849,0.128,0.01165,301.523811,2.9832,13.0189,0.5183,0
6,0.282,1405.047,1311.923,2.743,0.137,0.016435,332.618143,3.0169,13.311,0.5435,0
9,0.383,1385.497,1286.406,3.31,0.136,0.039379,463.448762,1.4553,10.6579,0.6461,0
7,0.337,1369.868,1283.972,2.957,0.156,0.029965,417.665535,2.3862,13.7143,0.6189,0
8,0.364,1392.821,1293.512,3.25,0.155,0.025107,466.838582,2.0547,10.447,0.644,0
10,0.448,1423.699,1302.888,4.142,0.145,0.064037,566.281776,0.8992,7.9026,0.7229,0
8,0.282,1415.126,1314.618,2.655,0.154,0.011187,301.011042,2.827,12.4616,0.5215,0
6,0.284,1423.602,1322.425,2.895,0.157,0.012705,309.712676,2.9508,12.8674,0.5255,0
6,0.273,1414.069,1316.826,2.797,0.15,0.013942,300.716044,2.982,12.9705,0.5161,0
9,0.41,1378.356,1286.781,2.886,0.158,0.049957,592.573917,2.4823,12.689,0.7299,0
10,0.624,1487.146,1336.47,3.196,0.199,0.310176,1041.474839,1.5095,6.3242,0.9601,0
7,0.317,1429.076,1321.915,2.764,0.167,0.022399,359.481374,2.7743,11.8108,0.5684,0
10,0.388,1391.099,1290.366,3.073,0.172,0.05146,499.173129,2.2707,10.3536,0.6656,0
7,0.341,1364.174,1279.22,3.408,0.168,0.024683,400.135167,2.6486,15.2989,0.6006,0
7,0.314,1361.483,1280.255,3.473,0.149,0.02399,371.734079,2.5576,15.0507,0.5802,0
7,0.316,1353.276,1280.288,2.78,0.13,0.013617,446.461845,3.3008,16.2722,0.6327,0
10,0.41,1571.124,1396.437,3.747,0.078,0.030661,434.465665,-0.4276,4.5969,0.6249,0
8,0.41,1384.219,1287.41,2.986,0.156,0.058644,553.584286,2.2125,12.2142,0.7041,0
9,0.393,1388.772,1291.346,3.38,0.136,0.030905,525.516247,2.073,11.81,0.691,0
9,0.367,1388.065,1288.071,2.877,0.176,0.034861,425.845254,2.1804,11.0176,0.6207,0
7,0.334,1367.634,1282.434,3.332,0.16,0.019875,412.509666,2.3255,13.2815,0.6113,0
10,0.421,1394.099,1293.502,2.878,0.171,0.063635,582.012557,2.624,12.6336,0.7227,0
7,0.311,1424.312,1314.725,3.099,0.166,0.024951,336.912038,2.2337,10.7941,0.5472,0
8,0.378,1391.42,1292.726,2.734,0.155,0.039731,496.164092,2.7187,11.5814,0.6647,0
8,0.352,1373.333,1282.755,3.636,0.173,0.026551,417.041567,1.9747,12.6102,0.614,0
7,0.358,1385.108,1290.93,2.676,0.14,0.047433,468.530523,2.8229,12.6476,0.6436,0
10,0.446,1389.678,1286.026,3.558,0.11,0.051547,590.124528,1.1013,9.7834,0.7252,0
9,0.364,1364.809,1277.489,3.218,0.122,0.031043,406.856383,2.1015,15.0339,0.6141,0
8,0.34,1373.547,1286.307,3.618,0.137,0.041243,429.220238,2.7088,14.8767,0.6208,0
9,0.456,1387.134,1287.284,3.644,0.171,0.064089,629.589819,2.1282,12.5101,0.7579,0
13,0.695,1507.855,1349.896,3.332,0.194,0.628007,1293.963725,1.2656,5.8772,1.06,1
27,0.611,1655.494,1393.922,5.147,0.418,0.127076,614.587956,0.0188,2.3874,0.733,1
26,0.589,1620.281,1371.502,5.458,0.376,0.117415,561.758959,-0.3362,2.3435,0.709,1
29,0.538,1683.505,1415.937,5.423,0.389,0.087835,480.058049,-0.2907,2.3577,0.6555,1
